Event,GPS,GPS_valtype,UTC,UTC_valtype,rho,rho_valtype,rho_errp,rho_errm,FAR,FAR_valtype,M1,M1_valtype,M1_errp,M1_errm,M2,M2_valtype,M2_errp,M2_errm,Mchirp,Mchirp_valtype,Mchirp_errp,Mchirp_errm,Mtotal,Mtotal_valtype,Mtotal_errp,Mtotal_errm,chi,chi_valtype,chi_errp,chi_errm,Mfinal,Mfinal_valtype,Mfinal_errp,Mfinal_errm,Mratio,Mratio_valtype,Mratio_errp,Mratio_errm,af,af_valtype,af_errp,af_errm,Erad,Erad_valtype,Erad_errp,Erad_errm,lpeak,lpeak_valtype,lpeak_errp,lpeak_errm,DL,DL_valtype,DL_errp,DL_errm,z,z_valtype,z_errp,z_errm,deltaOmega,deltaOmega_valtype,obsrun,obsrun_valtype,net,net_valtype,detType,detType_valtype,p_astro,p_astro_valtype
GW200210_092254,1265361792.9,value,2020-02-10T09:23:31.900,value,8.4,bestfit,0.5,-0.7,1.2,value,24.1,bestfit,7.5,-4.6,2.83,bestfit,0.47,-0.42,6.56,bestfit,0.38,-0.4,27.0,bestfit,7.1,-4.3,0.02,bestfit,0.22,-0.21,26.7,bestfit,7.2,-4.3,0.1178,bestfit,0.0484,-0.0409,0.34,bestfit,0.13,-0.08,0.271,bestfit,0.033,-0.029,0.442,bestfit,0.227,-0.187,940.0,bestfit,430.0,-340.0,0.19,bestfit,0.08,-0.06,1830.0,value,O3b,value,HLV,value,GW,value,0.54462,value
GW200216_220804,1265926102.8,value,2020-02-16T22:08:41.800,value,8.1,bestfit,0.4,-0.5,0.35,value,51.0,bestfit,22.0,-13.0,30.0,bestfit,14.0,-16.0,32.9,bestfit,9.3,-8.5,81.0,bestfit,20.0,-14.0,0.1,bestfit,0.34,-0.36,78.0,bestfit,19.0,-13.0,0.6092,bestfit,0.3473,-0.4021,0.7,bestfit,0.14,-0.24,3.53,bestfit,1.95,-2.05,3.32,bestfit,1.08,-2.29,3800.0,bestfit,3000.0,-2000.0,0.63,bestfit,0.37,-0.29,3010.0,value,O3b,value,HLV,value,GW,value,0.77277,value
GW200219_094415,1266140673.1,value,2020-02-19T09:44:52.100,value,10.7,bestfit,0.3,-0.5,0.00099,value,37.5,bestfit,10.1,-6.9,27.9,bestfit,7.4,-8.4,27.6,bestfit,5.6,-3.8,65.0,bestfit,12.6,-8.2,-0.08,bestfit,0.23,-0.29,62.2,bestfit,11.7,-7.8,0.7663,bestfit,0.2075,-0.3158,0.66,bestfit,0.1,-0.13,2.84,bestfit,0.91,-0.81,3.37,bestfit,0.5,-1.0,3400.0,bestfit,1700.0,-1500.0,0.57,bestfit,0.22,-0.22,702.0,value,O3b,value,HLV,value,GW,value,0.99,value
GW200220_061928,1266214786.7,value,2020-02-20T06:20:05.700,value,7.2,bestfit,0.4,-0.7,6.8,value,87.0,bestfit,40.0,-23.0,61.0,bestfit,26.0,-25.0,62.0,bestfit,23.0,-15.0,148.0,bestfit,55.0,-33.0,0.06,bestfit,0.4,-0.38,141.0,bestfit,51.0,-31.0,0.7315,bestfit,0.2393,-0.4131,0.71,bestfit,0.15,-0.17,6.87,bestfit,3.88,-2.93,3.52,bestfit,0.98,-1.7,6000.0,bestfit,4800.0,-3100.0,0.9,bestfit,0.55,-0.4,3480.0,value,O3b,value,HLV,value,GW,value,0.62376,value
GW200220_124850,1266238148.1,value,2020-02-20T12:49:27.100,value,8.5,bestfit,0.3,-0.5,30.0,value,38.9,bestfit,14.1,-8.6,27.9,bestfit,9.2,-9.0,28.2,bestfit,7.3,-5.1,67.0,bestfit,17.0,-12.0,-0.07,bestfit,0.27,-0.33,64.0,bestfit,16.0,-11.0,0.7375,bestfit,0.2342,-0.3311,0.67,bestfit,0.11,-0.14,2.87,bestfit,1.12,-0.93,3.34,bestfit,0.58,-1.2,4000.0,bestfit,2800.0,-2200.0,0.66,bestfit,0.36,-0.31,3170.0,value,O3b,value,HL,value,GW,value,0.82579,value
GW200224_222234,1266618172.4,value,2020-02-24T22:23:11.400,value,20.0,bestfit,0.2,-0.2,1e-05,value,40.0,bestfit,6.9,-4.5,32.5,bestfit,5.0,-7.2,31.1,bestfit,3.2,-2.6,72.2,bestfit,7.2,-5.1,0.1,bestfit,0.15,-0.15,68.6,bestfit,6.6,-4.7,0.8216,bestfit,0.1577,-0.2623,0.73,bestfit,0.07,-0.07,3.61,bestfit,0.67,-0.7,3.78,bestfit,0.36,-0.67,1710.0,bestfit,490.0,-640.0,0.32,bestfit,0.08,-0.11,50.0,value,O3b,value,HLV,value,GW,value,0.99,value
GW200225_060421,1266645879.3,value,2020-02-25T06:04:58.300,value,12.5,bestfit,0.3,-0.4,1.1e-05,value,19.3,bestfit,5.0,-3.0,14.0,bestfit,2.8,-3.5,14.2,bestfit,1.5,-1.4,33.5,bestfit,3.6,-3.0,-0.12,bestfit,0.17,-0.28,32.1,bestfit,3.5,-2.8,0.7278,bestfit,0.2339,-0.28,0.66,bestfit,0.07,-0.13,1.43,bestfit,0.27,-0.39,3.27,bestfit,0.41,-0.99,1150.0,bestfit,510.0,-530.0,0.22,bestfit,0.09,-0.1,509.0,value,O3b,value,HL,value,GW,value,0.99,value
GW200302_015811,1267149509.5,value,2020-03-02T01:58:48.500,value,10.8,bestfit,0.3,-0.4,0.11,value,37.8,bestfit,8.7,-8.5,20.0,bestfit,8.1,-5.7,23.4,bestfit,4.7,-3.0,57.8,bestfit,9.6,-6.9,0.01,bestfit,0.25,-0.26,55.5,bestfit,8.9,-6.6,0.5306,bestfit,0.3581,-0.2032,0.66,bestfit,0.13,-0.15,2.3,bestfit,1.07,-0.78,2.96,bestfit,1.02,-1.19,1480.0,bestfit,1020.0,-700.0,0.28,bestfit,0.16,-0.12,7010.0,value,O3b,value,HV,value,GW,value,0.90643,value
GW200306_093714,1267522652.1,value,2020-03-06T09:37:51.100,value,7.8,bestfit,0.4,-0.6,24.0,value,28.3,bestfit,17.1,-7.7,14.8,bestfit,6.5,-6.4,17.5,bestfit,3.5,-3.0,43.9,bestfit,11.8,-7.5,0.32,bestfit,0.28,-0.46,41.7,bestfit,12.3,-6.9,0.5273,bestfit,0.4036,-0.3326,0.78,bestfit,0.11,-0.26,2.08,bestfit,1.17,-1.08,3.47,bestfit,1.44,-2.38,2100.0,bestfit,1700.0,-1100.0,0.38,bestfit,0.24,-0.18,4370.0,value,O3b,value,HL,value,GW,value,0.81156,value
GW200308_173609,1267724187.7,value,2020-03-08T17:36:46.700,value,7.1,bestfit,0.5,-0.5,2.4,value,36.4,bestfit,11.2,-9.6,13.8,bestfit,7.2,-3.3,19.0,bestfit,4.8,-2.8,50.6,bestfit,10.9,-8.5,0.65,bestfit,0.17,-0.21,47.4,bestfit,11.1,-7.7,0.3864,bestfit,0.4825,-0.2867,0.91,bestfit,0.03,-0.08,3.29,bestfit,3.89,-2.01,2.94,bestfit,1.93,-2.59,5400.0,bestfit,2700.0,-2600.0,0.83,bestfit,0.32,-0.35,18700.0,value,O3b,value,HLV,value,GW,value,0.8566,value
GW200311_103121,1267957899.7,value,2020-03-11T10:31:58.700,value,9.2,value,,,1.3,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O3b,value,HL,value,Marginal,value,0.194,value
GW200311_115853,1267963151.3,value,2020-03-11T11:59:30.300,value,17.8,bestfit,0.2,-0.2,1e-05,value,34.2,bestfit,6.4,-3.8,27.7,bestfit,4.1,-5.9,26.6,bestfit,2.4,-2.0,61.9,bestfit,5.3,-4.2,-0.02,bestfit,0.16,-0.2,59.0,bestfit,4.8,-3.9,0.8193,bestfit,0.1601,-0.2693,0.69,bestfit,0.07,-0.08,2.87,bestfit,0.52,-0.57,3.56,bestfit,0.33,-0.66,1170.0,bestfit,280.0,-400.0,0.23,bestfit,0.05,-0.07,35.0,value,O3b,value,HLV,value,GW,value,0.99,value
GW200316_215756,1268431094.1,value,2020-03-16T21:58:33.100,value,10.3,bestfit,0.4,-0.7,1e-05,value,13.1,bestfit,10.2,-2.9,7.8,bestfit,1.9,-2.9,8.75,bestfit,0.62,-0.55,21.2,bestfit,7.2,-2.0,0.13,bestfit,0.27,-0.1,20.2,bestfit,7.4,-1.9,0.5954,bestfit,0.3405,-0.3817,0.7,bestfit,0.04,-0.04,0.942,bestfit,0.11,-0.216,3.34,bestfit,0.5,-1.86,1120.0,bestfit,470.0,-440.0,0.22,bestfit,0.08,-0.08,411.0,value,O3b,value,HLV,value,GW,value,0.99,value
GW200322_091133,1268903511.3,value,2020-03-22T09:12:10.300,value,6.0,bestfit,1.7,-1.2,140.0,value,34.0,bestfit,48.0,-18.0,14.0,bestfit,16.8,-8.7,15.5,bestfit,15.7,-3.7,55.0,bestfit,37.0,-27.0,0.24,bestfit,0.45,-0.51,53.0,bestfit,38.0,-26.0,0.2942,bestfit,0.6282,-0.2626,0.78,bestfit,0.16,-0.17,1.66,bestfit,3.04,-1.27,1.94,bestfit,2.33,-1.87,3600.0,bestfit,7000.0,-2000.0,0.6,bestfit,0.84,-0.3,31600.0,value,O3b,value,HLV,value,GW,value,0.61501,value
GW230518_125908,1368449966.2,value,2023-05-18T12:59:45.200,value,14.1,value,,,1e-05,value,8.1,bestfit,1.3,-1.6,1.44,bestfit,0.26,-0.15,2.79,bestfit,0.06,-0.06,9.6,bestfit,1.2,-1.3,-0.01,bestfit,0.11,-0.18,9.4,bestfit,1.2,-1.3,0.177,bestfit,0.0823,-0.0389,0.382,bestfit,0.031,-0.021,0.149,bestfit,0.019,-0.012,0.824,bestfit,0.425,-0.212,250.0,bestfit,120.0,-110.0,0.06,bestfit,0.02,-0.02,,,O4a,value,HL,value,GW,value,0.99,value
GW230529_181500,1369419318.7,value,2023-05-29T18:15:37.700,value,11.8,value,,,0.00022,value,3.8,bestfit,1.0,-1.0,1.37,bestfit,0.41,-0.24,1.94,bestfit,0.04,-0.04,5.19,bestfit,0.8,-0.6,-0.05,bestfit,0.14,-0.15,5.04,bestfit,0.82,-0.62,,,,,,,,,,,,,,,,,200.0,bestfit,110.0,-100.0,0.04,bestfit,0.02,-0.02,25000.0,value,O4a,value,L,value,GW,value,0.99,value
GW230531_141100,1369577478.3,value,2023-05-31T14:11:37.300,value,8.0,value,,,3.5,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,L,value,GW,value,0.69,value
GW230601_224134,1369694512.1,value,2023-06-01T22:42:11.100,value,13.4,value,,,1e-05,value,66.0,bestfit,16.0,-13.0,44.0,bestfit,13.0,-14.0,45.7,bestfit,9.6,-7.3,109.0,bestfit,21.0,-15.0,-0.01,bestfit,0.26,-0.3,104.0,bestfit,20.0,-14.0,0.6748,bestfit,0.2662,-0.2694,0.671,bestfit,0.126,-0.117,4.78,bestfit,1.63,-1.41,3.32,bestfit,0.62,-1.01,3400.0,bestfit,2000.0,-1700.0,0.57,bestfit,0.26,-0.25,,,O4a,value,HL,value,GW,value,0.99,value
GW230603_174756,1369849694.9,value,2023-06-03T17:48:33.900,value,8.0,value,,,8.4,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.73,value
GW230605_065343,1369983241.5,value,2023-06-05T06:54:20.500,value,11.4,value,,,1e-05,value,17.5,bestfit,6.3,-3.7,11.0,bestfit,2.5,-2.6,12.0,bestfit,0.93,-0.94,28.7,bestfit,3.9,-2.9,0.07,bestfit,0.16,-0.1,27.5,bestfit,4.0,-2.8,0.6293,bestfit,0.3196,-0.2697,0.686,bestfit,0.05,-0.048,1.27,bestfit,0.16,-0.18,3.35,bestfit,0.42,-1.03,1040.0,bestfit,600.0,-460.0,0.21,bestfit,0.1,-0.09,,,O4a,value,HL,value,GW,value,0.99,value
GW230606_004305,1370047403.8,value,2023-06-06T00:43:42.800,value,11.1,value,,,0.00041,value,37.3,bestfit,12.1,-7.3,25.7,bestfit,7.9,-7.9,26.4,bestfit,5.5,-3.4,62.9,bestfit,12.8,-7.9,-0.13,bestfit,0.26,-0.29,60.4,bestfit,12.1,-7.5,0.704,bestfit,0.2625,-0.3212,0.637,bestfit,0.104,-0.14,2.6,bestfit,0.94,-0.8,3.19,bestfit,0.59,-1.18,2700.0,bestfit,1400.0,-1400.0,0.47,bestfit,0.19,-0.21,,,O4a,value,HL,value,GW,value,0.99,value
GW230606_024545,1370054763.5,value,2023-06-06T02:46:22.500,value,7.5,value,,,3.2,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.88,value
GW230608_205047,1370292665.2,value,2023-06-08T20:51:24.200,value,10.2,value,,,0.0012,value,49.0,bestfit,13.0,-11.0,30.2,bestfit,11.0,-9.9,32.6,bestfit,7.0,-5.1,79.0,bestfit,15.0,-11.0,0.04,bestfit,0.24,-0.24,75.0,bestfit,14.0,-10.0,0.6239,bestfit,0.3283,-0.2639,0.689,bestfit,0.106,-0.141,3.5,bestfit,1.27,-1.23,3.33,bestfit,0.76,-1.33,3400.0,bestfit,2100.0,-1700.0,0.57,bestfit,0.28,-0.25,,,O4a,value,HL,value,GW,value,0.99,value
GW230609_010824,1370308122.4,value,2023-06-09T01:09:01.400,value,8.0,value,,,2.8,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.81,value
GW230609_064958,1370328616.3,value,2023-06-09T06:50:35.300,value,10.6,value,,,0.00014,value,35.2,bestfit,10.2,-6.8,25.0,bestfit,7.5,-7.2,25.4,bestfit,5.6,-3.4,60.0,bestfit,12.6,-7.6,-0.16,bestfit,0.21,-0.26,57.5,bestfit,12.0,-7.3,0.7237,bestfit,0.2444,-0.2953,0.635,bestfit,0.085,-0.133,2.51,bestfit,0.79,-0.73,3.23,bestfit,0.47,-1.06,3300.0,bestfit,1800.0,-1700.0,0.56,bestfit,0.23,-0.26,,,O4a,value,HL,value,GW,value,0.99,value
GW230615_160825,1370880524.0,value,2023-06-15T16:09:03.000,value,8.9,value,,,4.3,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.5,value
GW230618_102550,1371119168.0,value,2023-06-18T10:26:27.000,value,7.8,value,,,49.0,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.59,value
GW230624_113103,1371641481.7,value,2023-06-24T11:31:40.700,value,11.4,value,,,0.00018,value,28.0,bestfit,13.6,-7.3,16.2,bestfit,4.7,-4.4,18.3,bestfit,3.2,-2.4,44.6,bestfit,11.2,-6.9,0.18,bestfit,0.27,-0.24,42.5,bestfit,10.9,-6.6,0.5772,bestfit,0.3523,-0.276,0.727,bestfit,0.124,-0.106,2.01,bestfit,0.79,-0.51,3.39,bestfit,0.79,-1.28,1810.0,bestfit,1260.0,-900.0,0.33,bestfit,0.19,-0.15,,,O4a,value,HL,value,GW,value,0.99,value
GW230624_214944,1371678602.5,value,2023-06-24T21:50:21.500,value,10.6,value,,,2.2,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.69,value
GW230625_211655,1371763033.0,value,2023-06-25T21:17:32.000,value,8.1,value,,,42.0,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.61,value
GW230627_015337,1371866035.8,value,2023-06-27T01:54:14.800,value,28.7,value,,,1e-05,value,8.4,bestfit,1.7,-1.3,5.78,bestfit,0.95,-0.9,6.02,bestfit,0.16,-0.07,14.19,bestfit,0.77,-0.44,0.02,bestfit,0.08,-0.03,13.54,bestfit,0.82,-0.45,0.6907,bestfit,0.2558,-0.2043,0.677,bestfit,0.015,-0.028,0.647,bestfit,0.027,-0.049,3.45,bestfit,0.24,-0.58,305.0,bestfit,64.0,-133.0,0.07,bestfit,0.01,-0.03,,,O4a,value,HL,value,GW,value,0.99,value
GW230628_231200,1372029138.4,value,2023-06-28T23:12:37.400,value,16.4,value,,,1e-05,value,32.4,bestfit,5.7,-3.8,27.2,bestfit,4.9,-5.0,25.6,bestfit,3.8,-2.1,59.2,bestfit,8.5,-4.7,-0.01,bestfit,0.15,-0.16,56.4,bestfit,8.0,-4.4,0.8568,bestfit,0.129,-0.2353,0.692,bestfit,0.074,-0.057,2.81,bestfit,0.57,-0.45,3.61,bestfit,0.3,-0.45,2250.0,bestfit,760.0,-1080.0,0.4,bestfit,0.11,-0.17,,,O4a,value,HL,value,GW,value,0.99,value
GW230630_070659,1372144037.0,value,2023-06-30T07:07:36.000,value,9.8,value,,,0.47,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.88,value
GW230630_125806,1372165104.9,value,2023-06-30T12:58:43.900,value,9.0,value,,,0.16,value,53.0,bestfit,20.0,-15.0,33.0,bestfit,15.0,-13.0,35.9,bestfit,10.9,-8.5,86.0,bestfit,25.0,-20.0,0.18,bestfit,0.28,-0.3,82.0,bestfit,24.0,-19.0,0.6569,bestfit,0.301,-0.3181,0.749,bestfit,0.111,-0.154,4.19,bestfit,2.02,-1.69,3.64,bestfit,0.96,-1.6,5000.0,bestfit,5100.0,-2800.0,0.79,bestfit,0.59,-0.38,,,O4a,value,HL,value,GW,value,0.99,value
GW230630_234532,1372203950.4,value,2023-06-30T23:46:09.400,value,9.9,value,,,0.00042,value,10.0,bestfit,3.4,-1.8,6.7,bestfit,1.4,-1.6,7.07,bestfit,0.55,-0.47,16.8,bestfit,2.0,-1.4,-0.04,bestfit,0.15,-0.08,16.1,bestfit,2.0,-1.3,0.6703,bestfit,0.289,-0.2801,0.657,bestfit,0.037,-0.044,0.72,bestfit,0.078,-0.097,3.3,bestfit,0.3,-0.94,1070.0,bestfit,510.0,-470.0,0.21,bestfit,0.09,-0.09,,,O4a,value,HL,value,GW,value,0.99,value
GW230702_162025,1372350043.9,value,2023-07-02T16:21:02.900,value,9.2,value,,,6.5,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.6,value
GW230702_185453,1372359311.7,value,2023-07-02T18:55:30.700,value,10.1,value,,,1e-05,value,41.0,bestfit,20.0,-13.0,18.1,bestfit,8.3,-6.5,23.2,bestfit,3.7,-3.5,60.0,bestfit,14.0,-10.0,0.04,bestfit,0.27,-0.25,58.0,bestfit,15.0,-10.0,0.4392,bestfit,0.4336,-0.2401,0.634,bestfit,0.12,-0.141,2.13,bestfit,0.84,-0.78,2.55,bestfit,1.14,-1.43,2300.0,bestfit,1720.0,-1000.0,0.41,bestfit,0.24,-0.16,,,O4a,value,HL,value,GW,value,0.99,value
GW230704_021211,1372471949.2,value,2023-07-04T02:12:48.200,value,9.4,value,,,0.21,value,33.3,bestfit,11.0,-8.1,19.9,bestfit,6.5,-5.6,22.0,bestfit,4.3,-3.1,53.4,bestfit,10.6,-8.0,-0.01,bestfit,0.2,-0.23,51.2,bestfit,10.2,-7.8,0.6008,bestfit,0.3365,-0.2473,0.655,bestfit,0.09,-0.125,2.23,bestfit,0.7,-0.65,3.16,bestfit,0.68,-1.18,2600.0,bestfit,1800.0,-1400.0,0.45,bestfit,0.25,-0.22,,,O4a,value,HL,value,GW,value,0.99,value
GW230704_212616,1372541194.7,value,2023-07-04T21:26:53.700,value,8.7,value,,,0.51,value,92.0,bestfit,43.0,-28.0,48.0,bestfit,31.0,-24.0,55.0,bestfit,23.0,-14.0,140.0,bestfit,50.0,-30.0,0.35,bestfit,0.3,-0.45,133.0,bestfit,47.0,-29.0,0.5371,bestfit,0.3952,-0.3401,0.796,bestfit,0.109,-0.194,6.82,bestfit,4.5,-3.52,3.57,bestfit,1.32,-2.24,7100.0,bestfit,6000.0,-4200.0,1.04,bestfit,0.67,-0.54,,,O4a,value,HL,value,GW,value,0.93,value
GW230706_104333,1372675431.2,value,2023-07-06T10:44:10.200,value,9.2,value,,,0.23,value,16.3,bestfit,5.2,-2.9,11.5,bestfit,2.6,-2.6,11.8,bestfit,1.6,-1.1,28.0,bestfit,4.3,-2.9,0.19,bestfit,0.12,-0.13,26.6,bestfit,4.1,-2.8,0.7131,bestfit,0.254,-0.2779,0.75,bestfit,0.069,-0.06,1.4,bestfit,0.28,-0.23,3.77,bestfit,0.43,-0.9,1900.0,bestfit,900.0,-970.0,0.35,bestfit,0.14,-0.16,,,O4a,value,HL,value,GW,value,0.98,value
GW230707_124047,1372768865.3,value,2023-07-07T12:41:24.300,value,11.9,value,,,0.0011,value,45.9,bestfit,11.8,-7.9,36.8,bestfit,10.5,-9.2,35.3,bestfit,8.6,-5.1,82.0,bestfit,20.0,-11.0,-0.06,bestfit,0.24,-0.27,78.0,bestfit,19.0,-11.0,0.8231,bestfit,0.1593,-0.2717,0.678,bestfit,0.087,-0.096,3.76,bestfit,1.18,-0.86,3.49,bestfit,0.47,-0.64,4400.0,bestfit,2300.0,-2300.0,0.7,bestfit,0.28,-0.32,,,O4a,value,HL,value,GW,value,0.99,value
GW230708_053705,1372829843.1,value,2023-07-08T05:37:42.100,value,8.9,value,,,0.22,value,29.1,bestfit,7.7,-5.2,23.1,bestfit,5.3,-5.1,22.4,bestfit,4.2,-3.1,52.3,bestfit,9.8,-7.4,0.06,bestfit,0.22,-0.22,49.7,bestfit,9.3,-7.0,0.8101,bestfit,0.1699,-0.2635,0.725,bestfit,0.085,-0.08,2.56,bestfit,0.7,-0.54,3.68,bestfit,0.51,-0.64,3200.0,bestfit,2000.0,-1600.0,0.54,bestfit,0.26,-0.25,,,O4a,value,HL,value,GW,value,0.99,value
GW230708_071859,1372835957.4,value,2023-07-08T07:19:36.400,value,9.1,value,,,1.5,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.73,value
GW230708_230935,1372892993.5,value,2023-07-08T23:10:12.500,value,10.0,value,,,0.0037,value,65.0,bestfit,18.0,-15.0,39.0,bestfit,14.0,-14.0,42.6,bestfit,9.3,-7.5,103.0,bestfit,21.0,-15.0,0.01,bestfit,0.27,-0.28,99.0,bestfit,20.0,-14.0,0.6082,bestfit,0.3274,-0.2846,0.671,bestfit,0.12,-0.15,4.41,bestfit,1.75,-1.69,3.21,bestfit,0.82,-1.42,3400.0,bestfit,2100.0,-1500.0,0.57,bestfit,0.28,-0.23,,,O4a,value,HL,value,GW,value,0.99,value
GW230709_063445,1372919703.1,value,2023-07-09T06:35:22.100,value,7.9,value,,,15.0,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.83,value
GW230709_122727,1372940865.2,value,2023-07-09T12:28:04.200,value,10.2,value,,,0.011,value,45.0,bestfit,15.0,-11.0,30.0,bestfit,13.0,-13.0,31.2,bestfit,9.3,-6.6,75.0,bestfit,20.0,-13.0,0.08,bestfit,0.29,-0.3,71.0,bestfit,19.0,-13.0,0.6892,bestfit,0.2774,-0.3667,0.708,bestfit,0.113,-0.152,3.49,bestfit,1.58,-1.46,3.5,bestfit,0.84,-1.63,4500.0,bestfit,3400.0,-2400.0,0.72,bestfit,0.42,-0.34,,,O4a,value,HL,value,GW,value,0.99,value
GW230712_090405,1373187863.9,value,2023-07-12T09:04:42.900,value,9.5,value,,,0.018,value,32.0,bestfit,16.0,-10.0,11.4,bestfit,15.1,-4.2,15.7,bestfit,11.0,-2.5,44.8,bestfit,20.8,-9.3,-0.03,bestfit,0.33,-0.3,43.5,bestfit,19.5,-9.3,0.3763,bestfit,0.5191,-0.206,0.649,bestfit,0.179,-0.215,1.28,bestfit,1.69,-0.55,2.12,bestfit,1.74,-1.33,1900.0,bestfit,2070.0,-910.0,0.35,bestfit,0.3,-0.15,,,O4a,value,HL,value,GW,value,0.99,value
GW230717_102139,1373624517.1,value,2023-07-17T10:22:16.100,value,8.3,value,,,29.0,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.7,value
GW230721_222634,1374013612.8,value,2023-07-21T22:27:11.800,value,7.9,value,,,4.1,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.73,value
GW230723_084820,1374137318.4,value,2023-07-23T08:48:57.400,value,8.4,value,,,3.9,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.64,value
GW230723_101834,1374142732.4,value,2023-07-23T10:19:11.400,value,10.1,value,,,0.0034,value,16.7,bestfit,6.1,-3.5,10.8,bestfit,2.8,-2.8,11.44,bestfit,2.04,-0.9,27.5,bestfit,5.1,-2.6,-0.18,bestfit,0.25,-0.16,26.5,bestfit,5.0,-2.6,0.6415,bestfit,0.3145,-0.2649,0.609,bestfit,0.154,-0.075,1.07,bestfit,0.39,-0.2,3.06,bestfit,0.44,-0.97,1580.0,bestfit,680.0,-960.0,0.3,bestfit,0.11,-0.17,,,O4a,value,HL,value,GW,value,0.99,value
GW230726_002940,1374366598.1,value,2023-07-26T00:30:17.100,value,10.5,value,,,1e-05,value,35.3,bestfit,8.5,-5.7,28.0,bestfit,5.8,-5.6,27.2,bestfit,4.2,-3.2,63.4,bestfit,10.0,-7.5,-0.03,bestfit,0.2,-0.22,60.5,bestfit,9.4,-7.1,0.8074,bestfit,0.1726,-0.2514,0.685,bestfit,0.077,-0.076,2.93,bestfit,0.74,-0.58,3.53,bestfit,0.42,-0.59,2000.0,bestfit,1200.0,-1000.0,0.37,bestfit,0.18,-0.17,,,O4a,value,HL,value,GW,value,0.99,value
GW230728_083628,1374568606.9,value,2023-07-28T08:37:05.900,value,13.1,value,,,1.5,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.73,value
GW230729_082317,1374654215.2,value,2023-07-29T08:23:54.200,value,9.5,value,,,0.18,value,12.4,bestfit,7.8,-2.8,7.6,bestfit,2.1,-2.6,8.35,bestfit,0.93,-0.74,20.4,bestfit,5.0,-2.4,0.12,bestfit,0.23,-0.12,19.4,bestfit,5.2,-2.3,0.6222,bestfit,0.3338,-0.3713,0.706,bestfit,0.062,-0.055,0.9,bestfit,0.159,-0.201,3.41,bestfit,0.47,-1.68,1620.0,bestfit,800.0,-750.0,0.3,bestfit,0.12,-0.13,,,O4a,value,HL,value,GW,value,0.95,value
GW230731_215307,1374875605.9,value,2023-07-31T21:53:44.900,value,12.2,value,,,1e-05,value,10.3,bestfit,2.8,-1.4,7.8,bestfit,1.2,-1.6,7.77,bestfit,0.57,-0.35,18.3,bestfit,1.5,-1.0,-0.05,bestfit,0.11,-0.06,17.45,bestfit,1.53,-1.0,0.7594,bestfit,0.2134,-0.283,0.669,bestfit,0.036,-0.033,0.812,bestfit,0.074,-0.077,3.46,bestfit,0.17,-0.69,1110.0,bestfit,340.0,-460.0,0.22,bestfit,0.06,-0.08,,,O4a,value,HL,value,GW,value,0.99,value
