Ref,event,url,text,type,filetype,src,created,files
154,GW191222_033537,https://gwosc.org/eventapi/json/GWTC-3-confident/GW191222_033537/v1,JSON file,json-url,,,,
155,GW191222_033537,https://gwosc.org/eventapi/html/GWTC-3-confident/GW191222_033537/v1,GWTC link,open-data,,,,
156,GW191222_033537,https://zenodo.org/api/records/8177023/files/IGWN-GWTC3p0-v2-GW191222_033537_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
157,GW191222_033537,https://zenodo.org/record/8177023/files/IGWN-GWTC3p0-v2-PESkyLocalizations.tar.gz,Sky Map,skymap-fits,tar,,2023-07-31T13:53:31.000,
158,GW191222_033537,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T10:20:18.791,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
159,GW191222_033537,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T10:20:18.791,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
160,GW191222_033537,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T10:20:18.795,"['gal_8192', 'eq_8192', 'eq_4096']"
161,GW191219_163120,https://gwosc.org/eventapi/json/GWTC-3-confident/GW191219_163120/v1,JSON file,json-url,,,,
162,GW191219_163120,https://gwosc.org/eventapi/html/GWTC-3-confident/GW191219_163120/v1,GWTC link,open-data,,,,
163,GW191219_163120,https://zenodo.org/api/records/8177023/files/IGWN-GWTC3p0-v2-GW191219_163120_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
164,GW191219_163120,https://zenodo.org/record/8177023/files/IGWN-GWTC3p0-v2-PESkyLocalizations.tar.gz,Sky Map,skymap-fits,tar,,2023-07-31T13:53:21.000,
165,GW191219_163120,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T10:20:18.807,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
166,GW191219_163120,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T10:20:18.808,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
167,GW191219_163120,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T10:20:18.812,"['gal_8192', 'eq_8192', 'eq_4096']"
168,GW191216_213338,https://gwosc.org/eventapi/json/GWTC-3-confident/GW191216_213338/v1,JSON file,json-url,,,,
169,GW191216_213338,https://gwosc.org/eventapi/html/GWTC-3-confident/GW191216_213338/v1,GWTC link,open-data,,,,
170,GW191216_213338,https://zenodo.org/api/records/8177023/files/IGWN-GWTC3p0-v2-GW191216_213338_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
171,GW191216_213338,https://zenodo.org/record/8177023/files/IGWN-GWTC3p0-v2-PESkyLocalizations.tar.gz,Sky Map,skymap-fits,tar,,2023-07-31T13:53:19.000,
172,GW191216_213338,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T10:20:18.823,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
173,GW191216_213338,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T10:20:18.824,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
174,GW191216_213338,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T10:20:18.828,"['gal_8192', 'eq_8192', 'eq_4096']"
175,GW191215_223052,https://gwosc.org/eventapi/json/GWTC-3-confident/GW191215_223052/v1,JSON file,json-url,,,,
176,GW191215_223052,https://gwosc.org/eventapi/html/GWTC-3-confident/GW191215_223052/v1,GWTC link,open-data,,,,
177,GW191215_223052,https://zenodo.org/api/records/8177023/files/IGWN-GWTC3p0-v2-GW191215_223052_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
178,GW191215_223052,https://zenodo.org/record/8177023/files/IGWN-GWTC3p0-v2-PESkyLocalizations.tar.gz,Sky Map,skymap-fits,tar,,2023-07-31T13:53:15.000,
179,GW191215_223052,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T10:20:18.839,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
180,GW191215_223052,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T10:20:18.839,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
181,GW191215_223052,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T10:20:18.843,"['gal_8192', 'eq_8192', 'eq_4096']"
182,GW191204_171526,https://gwosc.org/eventapi/json/GWTC-3-confident/GW191204_171526/v1,JSON file,json-url,,,,
183,GW191204_171526,https://gwosc.org/eventapi/html/GWTC-3-confident/GW191204_171526/v1,GWTC link,open-data,,,,
184,GW191204_171526,https://zenodo.org/api/records/8177023/files/IGWN-GWTC3p0-v2-GW191204_171526_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
185,GW191204_171526,https://zenodo.org/record/8177023/files/IGWN-GWTC3p0-v2-PESkyLocalizations.tar.gz,Sky Map,skymap-fits,tar,,2023-07-31T13:53:10.000,
186,GW191204_171526,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T10:20:18.853,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
187,GW191204_171526,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T10:20:18.854,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
188,GW191204_171526,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T10:20:18.859,"['gal_8192', 'eq_8192', 'eq_4096']"
189,GW191204_110529,https://gwosc.org/eventapi/json/GWTC-3-confident/GW191204_110529/v1,JSON file,json-url,,,,
190,GW191204_110529,https://gwosc.org/eventapi/html/GWTC-3-confident/GW191204_110529/v1,GWTC link,open-data,,,,
191,GW191204_110529,https://zenodo.org/api/records/8177023/files/IGWN-GWTC3p0-v2-GW191204_110529_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
192,GW191204_110529,https://zenodo.org/record/8177023/files/IGWN-GWTC3p0-v2-PESkyLocalizations.tar.gz,Sky Map,skymap-fits,tar,,2023-07-31T13:53:07.000,
193,GW191204_110529,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T10:20:18.870,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
194,GW191204_110529,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T10:20:18.871,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
195,GW191204_110529,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T10:20:18.875,"['gal_8192', 'eq_8192', 'eq_4096']"
196,GW191129_134029,https://gwosc.org/eventapi/json/GWTC-3-confident/GW191129_134029/v1,JSON file,json-url,,,,
197,GW191129_134029,https://gwosc.org/eventapi/html/GWTC-3-confident/GW191129_134029/v1,GWTC link,open-data,,,,
198,GW191129_134029,https://zenodo.org/api/records/8177023/files/IGWN-GWTC3p0-v2-GW191129_134029_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
199,GW191129_134029,https://zenodo.org/record/8177023/files/IGWN-GWTC3p0-v2-PESkyLocalizations.tar.gz,Sky Map,skymap-fits,tar,,,
200,GW191129_134029,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T10:20:18.885,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
201,GW191129_134029,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T10:20:18.886,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
202,GW191129_134029,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T10:20:18.889,"['gal_8192', 'eq_8192', 'eq_4096']"
203,GW191127_050227,https://gwosc.org/eventapi/json/GWTC-3-confident/GW191127_050227/v1,JSON file,json-url,,,,
204,GW191127_050227,https://gwosc.org/eventapi/html/GWTC-3-confident/GW191127_050227/v1,GWTC link,open-data,,,,
205,GW191127_050227,https://zenodo.org/api/records/8177023/files/IGWN-GWTC3p0-v2-GW191127_050227_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
206,GW191127_050227,https://zenodo.org/record/8177023/files/IGWN-GWTC3p0-v2-PESkyLocalizations.tar.gz,Sky Map,skymap-fits,tar,,,
207,GW191127_050227,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T10:20:18.900,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
208,GW191127_050227,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T10:20:18.901,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
209,GW191127_050227,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T10:20:18.905,"['gal_8192', 'eq_8192', 'eq_4096']"
210,GW191126_115259,https://gwosc.org/eventapi/json/GWTC-3-confident/GW191126_115259/v1,JSON file,json-url,,,,
211,GW191126_115259,https://gwosc.org/eventapi/html/GWTC-3-confident/GW191126_115259/v1,GWTC link,open-data,,,,
212,GW191126_115259,https://zenodo.org/api/records/8177023/files/IGWN-GWTC3p0-v2-GW191126_115259_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
213,GW191126_115259,https://zenodo.org/record/8177023/files/IGWN-GWTC3p0-v2-PESkyLocalizations.tar.gz,Sky Map,skymap-fits,tar,,,
214,GW191126_115259,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T10:20:18.916,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
215,GW191126_115259,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T10:20:18.916,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
216,GW191126_115259,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T10:20:18.921,"['gal_8192', 'eq_8192', 'eq_4096']"
217,GW191113_071753,https://gwosc.org/eventapi/json/GWTC-3-confident/GW191113_071753/v1,JSON file,json-url,,,,
218,GW191113_071753,https://gwosc.org/eventapi/html/GWTC-3-confident/GW191113_071753/v1,GWTC link,open-data,,,,
219,GW191113_071753,https://zenodo.org/api/records/8177023/files/IGWN-GWTC3p0-v2-GW191113_071753_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
220,GW191113_071753,https://zenodo.org/record/8177023/files/IGWN-GWTC3p0-v2-PESkyLocalizations.tar.gz,Sky Map,skymap-fits,tar,,,
221,GW191113_071753,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T10:20:18.932,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
222,GW191113_071753,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T10:20:18.932,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
223,GW191113_071753,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T10:20:18.937,"['gal_8192', 'eq_8192', 'eq_4096']"
224,GW191109_010717,https://gwosc.org/eventapi/json/GWTC-3-confident/GW191109_010717/v1,JSON file,json-url,,,,
225,GW191109_010717,https://gwosc.org/eventapi/html/GWTC-3-confident/GW191109_010717/v1,GWTC link,open-data,,,,
226,GW191109_010717,https://zenodo.org/api/records/8177023/files/IGWN-GWTC3p0-v2-GW191109_010717_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
227,GW191109_010717,https://zenodo.org/record/8177023/files/IGWN-GWTC3p0-v2-PESkyLocalizations.tar.gz,Sky Map,skymap-fits,tar,,,
228,GW191109_010717,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T10:20:18.948,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
229,GW191109_010717,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T10:20:18.948,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
230,GW191109_010717,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T10:20:18.952,"['gal_8192', 'eq_8192', 'eq_4096']"
231,GW191105_143521,https://gwosc.org/eventapi/json/GWTC-3-confident/GW191105_143521/v1,JSON file,json-url,,,,
232,GW191105_143521,https://gwosc.org/eventapi/html/GWTC-3-confident/GW191105_143521/v1,GWTC link,open-data,,,,
233,GW191105_143521,https://zenodo.org/api/records/8177023/files/IGWN-GWTC3p0-v2-GW191105_143521_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
234,GW191105_143521,https://zenodo.org/record/8177023/files/IGWN-GWTC3p0-v2-PESkyLocalizations.tar.gz,Sky Map,skymap-fits,tar,,,
235,GW191105_143521,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T10:20:18.962,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
236,GW191105_143521,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T10:20:18.963,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
237,GW191105_143521,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T10:20:18.966,"['gal_8192', 'eq_8192', 'eq_4096']"
238,GW191103_012549,https://gwosc.org/eventapi/json/GWTC-3-confident/GW191103_012549/v1,JSON file,json-url,,,,
239,GW191103_012549,https://gwosc.org/eventapi/html/GWTC-3-confident/GW191103_012549/v1,GWTC link,open-data,,,,
240,GW191103_012549,https://zenodo.org/api/records/8177023/files/IGWN-GWTC3p0-v2-GW191103_012549_PEDataRelease_mixed_cosmo.h5/content,Data file,data-file,h5,zenodo,,
241,GW191103_012549,https://zenodo.org/record/8177023/files/IGWN-GWTC3p0-v2-PESkyLocalizations.tar.gz,Sky Map,skymap-fits,tar,,,
242,GW191103_012549,%BASEURL%,Skymaps,skymaps-plot,,,2026-05-31T10:20:18.977,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
243,GW191103_012549,%BASEURL%,Skymaps,skymaps-thumb,,,2026-05-31T10:20:18.977,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
244,GW191103_012549,%BASEURL%,Skymaps (plain),skymaps-plain,,,2026-05-31T10:20:18.981,"['gal_8192', 'eq_8192', 'eq_4096']"
245,GW240109_050431,https://gwosc.org/eventapi/json/GWTC-4.1/GW240109_050431/v2,JSON file,json-url,,,,
246,GW240109_050431,https://gwosc.org/eventapi/html/GWTC-4.1/GW240109_050431/v2,GWTC link,open-data,,,,
247,GW240109_050431,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW240109_050431-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
248,GW240109_050431,https://zenodo.org/record/20275769/files/IGWN-GWTC4p1-18965dda8_5-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,2026-05-18T20:00:40.000,
249,GW240107_013215,https://gwosc.org/eventapi/json/GWTC-4.1/GW240107_013215/v2,JSON file,json-url,,,,
250,GW240107_013215,https://gwosc.org/eventapi/html/GWTC-4.1/GW240107_013215/v2,GWTC link,open-data,,,,
251,GW240107_013215,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW240107_013215-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
252,GW240107_013215,https://zenodo.org/record/20275769/files/IGWN-GWTC4p1-18965dda8_5-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,2026-05-18T20:00:41.000,
253,GW240105_151143,https://gwosc.org/eventapi/json/GWTC-4.1/GW240105_151143/v2,JSON file,json-url,,,,
254,GW240105_151143,https://gwosc.org/eventapi/html/GWTC-4.1/GW240105_151143/v2,GWTC link,open-data,,,,
255,GW240105_151143,https://zenodo.org/record/20275769/files/IGWN-GWTC4p1-18965dda8_5-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
256,GW240104_164932,https://gwosc.org/eventapi/json/GWTC-4.1/GW240104_164932/v2,JSON file,json-url,,,,
257,GW240104_164932,https://gwosc.org/eventapi/html/GWTC-4.1/GW240104_164932/v2,GWTC link,open-data,,,,
258,GW240104_164932,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW240104_164932-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
259,GW240104_164932,https://zenodo.org/record/20275769/files/IGWN-GWTC4p1-18965dda8_5-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,2026-05-18T20:00:40.000,
260,GW231231_154016,https://gwosc.org/eventapi/json/GWTC-4.1/GW231231_154016/v2,JSON file,json-url,,,,
261,GW231231_154016,https://gwosc.org/eventapi/html/GWTC-4.1/GW231231_154016/v2,GWTC link,open-data,,,,
262,GW231231_154016,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231231_154016-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
263,GW231231_154016,https://zenodo.org/record/20275769/files/IGWN-GWTC4p1-18965dda8_5-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,2026-05-18T20:00:41.000,
264,GW231231_120147,https://gwosc.org/eventapi/json/GWTC-4.1/GW231231_120147/v2,JSON file,json-url,,,,
265,GW231231_120147,https://gwosc.org/eventapi/html/GWTC-4.1/GW231231_120147/v2,GWTC link,open-data,,,,
266,GW231231_120147,https://zenodo.org/record/20275769/files/IGWN-GWTC4p1-18965dda8_5-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
267,GW231230_170116,https://gwosc.org/eventapi/json/GWTC-4.1/GW231230_170116/v2,JSON file,json-url,,,,
268,GW231230_170116,https://gwosc.org/eventapi/html/GWTC-4.1/GW231230_170116/v2,GWTC link,open-data,,,,
269,GW231230_170116,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231230_170116-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
270,GW231230_170116,https://zenodo.org/record/20275769/files/IGWN-GWTC4p1-18965dda8_5-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,2026-05-18T20:00:41.000,
271,GW231226_101520,https://gwosc.org/eventapi/json/GWTC-4.1/GW231226_101520/v2,JSON file,json-url,,,,
272,GW231226_101520,https://gwosc.org/eventapi/html/GWTC-4.1/GW231226_101520/v2,GWTC link,open-data,,,,
273,GW231226_101520,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231226_101520-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
274,GW231226_101520,https://zenodo.org/record/20275769/files/IGWN-GWTC4p1-18965dda8_5-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,2026-05-18T20:00:41.000,
275,GW231224_024321,https://gwosc.org/eventapi/json/GWTC-4.1/GW231224_024321/v2,JSON file,json-url,,,,
276,GW231224_024321,https://gwosc.org/eventapi/html/GWTC-4.1/GW231224_024321/v2,GWTC link,open-data,,,,
277,GW231224_024321,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231224_024321-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
278,GW231224_024321,https://zenodo.org/record/20275769/files/IGWN-GWTC4p1-18965dda8_5-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,2026-05-18T20:00:41.000,
279,GW231223_202619,https://gwosc.org/eventapi/json/GWTC-4.1/GW231223_202619/v2,JSON file,json-url,,,,
280,GW231223_202619,https://gwosc.org/eventapi/html/GWTC-4.1/GW231223_202619/v2,GWTC link,open-data,,,,
281,GW231223_202619,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231223_202619-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
282,GW231223_202619,https://zenodo.org/record/20275769/files/IGWN-GWTC4p1-18965dda8_5-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,2026-05-18T20:00:41.000,
283,GW231223_075055,https://gwosc.org/eventapi/json/GWTC-4.1/GW231223_075055/v2,JSON file,json-url,,,,
284,GW231223_075055,https://gwosc.org/eventapi/html/GWTC-4.1/GW231223_075055/v2,GWTC link,open-data,,,,
285,GW231223_075055,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231223_075055-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
286,GW231223_075055,https://zenodo.org/record/20275769/files/IGWN-GWTC4p1-18965dda8_5-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,2026-05-18T20:00:40.000,
287,GW231223_032836,https://gwosc.org/eventapi/json/GWTC-4.1/GW231223_032836/v2,JSON file,json-url,,,,
288,GW231223_032836,https://gwosc.org/eventapi/html/GWTC-4.1/GW231223_032836/v2,GWTC link,open-data,,,,
289,GW231223_032836,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231223_032836-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
290,GW231223_032836,https://zenodo.org/record/20275769/files/IGWN-GWTC4p1-18965dda8_5-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,2026-05-18T20:00:42.000,
291,GW231221_135041,https://gwosc.org/eventapi/json/GWTC-4.1/GW231221_135041/v2,JSON file,json-url,,,,
292,GW231221_135041,https://gwosc.org/eventapi/html/GWTC-4.1/GW231221_135041/v2,GWTC link,open-data,,,,
293,GW231221_135041,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231221_135041-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
294,GW231221_135041,https://zenodo.org/record/20275769/files/IGWN-GWTC4p1-18965dda8_5-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,2026-05-18T20:00:42.000,
295,GW231220_173406,https://gwosc.org/eventapi/json/GWTC-4.1/GW231220_173406/v2,JSON file,json-url,,,,
296,GW231220_173406,https://gwosc.org/eventapi/html/GWTC-4.1/GW231220_173406/v2,GWTC link,open-data,,,,
297,GW231220_173406,https://zenodo.org/record/20275769/files/IGWN-GWTC4p1-18965dda8_5-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
298,GW231213_111417,https://gwosc.org/eventapi/json/GWTC-4.1/GW231213_111417/v2,JSON file,json-url,,,,
299,GW231213_111417,https://gwosc.org/eventapi/html/GWTC-4.1/GW231213_111417/v2,GWTC link,open-data,,,,
300,GW231213_111417,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231213_111417-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
301,GW231213_111417,https://zenodo.org/record/20275769/files/IGWN-GWTC4p1-18965dda8_5-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,2026-05-18T20:00:41.000,
302,GW231206_233901,https://gwosc.org/eventapi/json/GWTC-4.1/GW231206_233901/v2,JSON file,json-url,,,,
303,GW231206_233901,https://gwosc.org/eventapi/html/GWTC-4.1/GW231206_233901/v2,GWTC link,open-data,,,,
304,GW231206_233901,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231206_233901-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
305,GW231206_233901,https://zenodo.org/record/20275769/files/IGWN-GWTC4p1-18965dda8_5-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,2026-05-18T20:00:42.000,
306,GW231206_233134,https://gwosc.org/eventapi/json/GWTC-4.1/GW231206_233134/v2,JSON file,json-url,,,,
307,GW231206_233134,https://gwosc.org/eventapi/html/GWTC-4.1/GW231206_233134/v2,GWTC link,open-data,,,,
308,GW231206_233134,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231206_233134-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
309,GW231206_233134,https://zenodo.org/record/20275769/files/IGWN-GWTC4p1-18965dda8_5-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,2026-05-18T20:00:41.000,
310,GW231206_010629,https://gwosc.org/eventapi/json/GWTC-4.1/GW231206_010629/v2,JSON file,json-url,,,,
311,GW231206_010629,https://gwosc.org/eventapi/html/GWTC-4.1/GW231206_010629/v2,GWTC link,open-data,,,,
312,GW231206_010629,https://zenodo.org/record/20275769/files/IGWN-GWTC4p1-18965dda8_5-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
