Ref,event,url,text,type,filetype,created,offset,tmerge,files,src,file,url-loc
62,GW170729,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:39.877,,,"{'moll': {'file': 'GW170729_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW170729_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW170729_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW170729_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW170729_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW170729_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW170729_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW170729_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
63,GW170729,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/GW170729_skymap.fits.gz,Sky Map (local mirror),skymap-fits-local,,,,,,,,
64,GW170729,https://gwosc.org/eventapi/json/GWTC-1-confident/GW170729/v1,JSON file,json-url,,,,,,,,
65,GW170729,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/GW170729-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-20T09:25:45.033,,,,,,
66,GW170809,https://www.gw-openscience.org/eventapi/json/GWTC-1-confident/GW170809/v1,JSON file,json-url,,,,,,,,
67,GW170809,https://gwosc.org/eventapi/html/GWTC-1-confident/GW170809/v1,GWTC link,open-data,,,,,,,,
68,GW170809,https://dcc.ligo.org/public/0157/P1800370/005/GW170809_GWTC-1.hdf5,Data file,data-file,h5,,,,,,,
69,GW170809,https://dcc.ligo.org/public/0157/P1800381/007/GW170809_skymap.fits.gz,Final Skymap,skymap-fits,,,,,,,,
70,GW170809,https://data.cardiffgravity.org/gwcat-data/data/waveforms/waveform_GW170809_compress.txt,Simulated waveform (compressed),waveform-compressed,,2021-11-18T00:11:43.098,-0.36257,0.0,,,,
71,GW170809,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:39.880,,,"{'moll': {'file': 'GW170809_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW170809_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW170809_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW170809_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW170809_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW170809_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW170809_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW170809_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
72,GW170809,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:39.894,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'GW170809_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'GW170809_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'GW170809_4096_eq.png'}}",,,
73,GW170809,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:39.881,,,"{'moll': {'file': 'GW170809_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW170809_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW170809_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW170809_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW170809_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW170809_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW170809_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW170809_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
74,GW170809,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/GW170809_skymap.fits.gz,Sky Map (local mirror),skymap-fits-local,,,,,,,,
75,GW170809,https://gwosc.org/eventapi/json/GWTC-1-confident/GW170809/v1,JSON file,json-url,,,,,,,,
76,GW170809,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/GW170809-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-20T09:29:29.769,,,,,,
77,GW170814,https://www.gw-openscience.org/eventapi/json/GWTC-1-confident/GW170814/v3,JSON file,json-url,,,,,,,,
78,GW170814,https://gwosc.org/eventapi/html/GWTC-1-confident/GW170814/v3,GWTC link,open-data,,,,,,,,
79,GW170814,https://dcc.ligo.org/public/0157/P1800370/005/GW170814_GWTC-1.hdf5,Data file,data-file,h5,,,,,,,
80,GW170814,https://dcc.ligo.org/public/0157/P1800381/007/GW170814_skymap.fits.gz,Final Skymap,skymap-fits,,,,,,,,
81,GW170814,https://data.cardiffgravity.org/gwcat-data/data/waveforms/waveform_GW170814_compress.txt,Simulated waveform (compressed),waveform-compressed,,2021-11-18T00:11:44.110,-0.38198,0.0,,,,
82,GW170814,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:39.896,,,"{'moll': {'file': 'GW170814_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW170814_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW170814_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW170814_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW170814_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW170814_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW170814_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW170814_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
83,GW170814,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:39.897,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'GW170814_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'GW170814_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'GW170814_4096_eq.png'}}",,,
84,GW170814,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:39.896,,,"{'moll': {'file': 'GW170814_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW170814_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW170814_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW170814_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW170814_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW170814_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW170814_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW170814_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
85,GW170814,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/GW170814_skymap.fits.gz,Sky Map (local mirror),skymap-fits-local,,,,,,,,
86,GW170814,https://gwosc.org/eventapi/json/GWTC-1-confident/GW170814/v3,JSON file,json-url,,,,,,,,
87,GW170814,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/GW170814-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-20T09:33:19.340,,,,,,
88,GW170817,https://www.gw-openscience.org/eventapi/json/GWTC-1-confident/GW170817/v3,JSON file,json-url,,,,,,,,
89,GW170817,https://gwosc.org/eventapi/html/GWTC-1-confident/GW170817/v3,GWTC link,open-data,,,,,,,,
90,GW170817,https://dcc.ligo.org/public/0157/P1800370/005/GW170817_GWTC-1.hdf5,Data file,data-file,h5,,,,,,,
91,GW170817,https://dcc.ligo.org/public/0157/P1800381/007/GW170817_skymap.fits.gz,Final Skymap,skymap-fits,,,,,,,,
92,GW170817,https://data.cardiffgravity.org/gwcat-data/data/waveforms/waveform_GW170817_compress.txt,Simulated waveform (compressed),waveform-compressed,,2021-11-18T00:12:25.201,-53.99543,0.0,,,,
93,GW170817,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:39.899,,,"{'moll': {'file': 'GW170817_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW170817_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW170817_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW170817_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW170817_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW170817_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW170817_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW170817_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
94,GW170817,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:39.901,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'GW170817_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'GW170817_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'GW170817_4096_eq.png'}}",,,
95,GW170817,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:39.900,,,"{'moll': {'file': 'GW170817_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW170817_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW170817_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW170817_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW170817_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW170817_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW170817_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW170817_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
96,GW170817,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/GW170817_skymap.fits.gz,Sky Map (local mirror),skymap-fits-local,,,,,,,,
97,GW170817,https://gwosc.org/eventapi/json/GWTC-1-confident/GW170817/v3,JSON file,json-url,,,,,,,,
98,GW170817,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/GW170817-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-20T09:37:08.816,,,,,,
99,GW170818,https://www.gw-openscience.org/eventapi/json/GWTC-1-confident/GW170818/v1,JSON file,json-url,,,,,,,,
100,GW170818,https://gwosc.org/eventapi/html/GWTC-1-confident/GW170818/v1,GWTC link,open-data,,,,,,,,
101,GW170818,https://dcc.ligo.org/public/0157/P1800370/005/GW170818_GWTC-1.hdf5,Data file,data-file,h5,,,,,,,
102,GW170818,https://dcc.ligo.org/public/0157/P1800381/007/GW170818_skymap.fits.gz,Final Skymap,skymap-fits,,,,,,,,
103,GW170818,https://data.cardiffgravity.org/gwcat-data/data/waveforms/waveform_GW170818_compress.txt,Simulated waveform (compressed),waveform-compressed,,2021-11-18T00:12:26.239,-0.32833,0.0,,,,
104,GW170818,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:39.903,,,"{'moll': {'file': 'GW170818_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW170818_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW170818_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW170818_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW170818_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW170818_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW170818_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW170818_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
105,GW170818,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:39.904,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'GW170818_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'GW170818_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'GW170818_4096_eq.png'}}",,,
106,GW170818,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:39.903,,,"{'moll': {'file': 'GW170818_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW170818_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW170818_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW170818_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW170818_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW170818_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW170818_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW170818_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
107,GW170818,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/GW170818_skymap.fits.gz,Sky Map (local mirror),skymap-fits-local,,,,,,,,
108,GW170818,https://gwosc.org/eventapi/json/GWTC-1-confident/GW170818/v1,JSON file,json-url,,,,,,,,
109,GW170818,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/GW170818-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-20T09:40:57.599,,,,,,
110,GW170823,https://www.gw-openscience.org/eventapi/json/GWTC-1-confident/GW170823/v1,JSON file,json-url,,,,,,,,
111,GW170823,https://gwosc.org/eventapi/html/GWTC-1-confident/GW170823/v1,GWTC link,open-data,,,,,,,,
112,GW170823,https://dcc.ligo.org/public/0157/P1800370/005/GW170823_GWTC-1.hdf5,Data file,data-file,h5,,,,,,,
113,GW170823,https://dcc.ligo.org/public/0157/P1800381/007/GW170823_skymap.fits.gz,Final Skymap,skymap-fits,,,,,,,,
114,GW170823,https://data.cardiffgravity.org/gwcat-data/data/waveforms/waveform_GW170823_compress.txt,Simulated waveform (compressed),waveform-compressed,,2021-11-18T00:12:27.449,-0.28145,0.0,,,,
115,GW170823,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:39.907,,,"{'moll': {'file': 'GW170823_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW170823_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW170823_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW170823_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW170823_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW170823_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW170823_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW170823_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
116,GW170823,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:39.911,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'GW170823_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'GW170823_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'GW170823_4096_eq.png'}}",,,
117,GW170823,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:39.908,,,"{'moll': {'file': 'GW170823_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW170823_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW170823_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW170823_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW170823_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW170823_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW170823_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW170823_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
118,GW170823,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/GW170823_skymap.fits.gz,Sky Map (local mirror),skymap-fits-local,,,,,,,,
119,GW170823,https://gwosc.org/eventapi/json/GWTC-1-confident/GW170823/v1,JSON file,json-url,,,,,,,,
120,GW170823,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/GW170823-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-20T09:44:41.483,,,,,,
121,GW190403_051519,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190403_051519/v1,JSON file,json-url,,,,,,,,
122,GW190403_051519,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190403_051519/v1,GWTC link,open-data,,,,,,,,
123,GW190403_051519,https://zenodo.org/api/files/ecf41927-9275-47da-8b37-e299693fe5cb/IGWN-GWTC2p1-v2-GW190403_051519_PEDataRelease_mixed_cosmo.h5,Data file,data-file,h5,,,,,zenodo,,
124,GW190403_051519,https://zenodo.org/record/5117703/files/IGWN-GWTC2p1-v1-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,,,,,,
125,GW190403_051519,https://data.cardiffgravity.org/gwcat-data/data/waveforms/waveform_GW190403_051519_compress.txt,Simulated waveform (compressed),waveform-compressed,,2021-11-18T00:12:28.922,-0.19976,0.0,,,,
126,GW190403_051519,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:39.915,,,"{'moll': {'file': 'GW190403_051519_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190403_051519_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190403_051519_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190403_051519_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190403_051519_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190403_051519_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190403_051519_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190403_051519_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
127,GW190403_051519,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:39.916,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'GW190403_051519_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'GW190403_051519_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'GW190403_051519_4096_eq.png'}}",,,
